ID de la orden;Fecha de la compra;ID del cliente;Género del cliente;Edad del cliente;Categoría del producto;Nombre del producto;Precio del producto;Cantidad comprada;Total de la orden;Método de pago;Región de envío
12340;2025-05-06;1958;;;Pantalones;Pantalón formal;20.25;3;60.75;Tarjeta de crédito;Norte
12341;2025-03-20;1110;;;Camisetas;Camiseta deportiva;41.52;4;166.08;Tarjeta de débito;Oriente
12342;2025-01-03;2912;;;Chaquetas;Abrigo;164.88;1;164.88;Contra entrega;Norte
12343;2025-02-26;2031;;;Vestidos;Vestido de fiesta;102.12;2;204.24;Tarjeta de crédito;Oriente
12344;2025-02-13;1133;;;Chaquetas;Chaqueta de cuero;36.95;4;147.8;Tarjeta de crédito;Occidente
12345;2025-04-23;2570;;;Zapatos;Zapatillas deportivas;69.65;4;278.6;Tarjeta de crédito;Sur
12346;2025-01-18;1153;;;Zapatos;Zapatillas deportivas;173.32;3;519.96;Tarjeta de débito;Occidente
12347;2025-06-27;2195;;;Camisetas;Camiseta deportiva;28.26;1;28.26;Efectivo;Sur
12348;2025-03-10;2043;;;Pantalones;Jeans slim;75.97;3;227.91;Tarjeta de crédito;Ciudad
12349;2025-06-17;1406;;;Vestidos;Vestido de verano;150.62;5;753.1;Efectivo;Occidente
12350;2025-04-07;1280;;;Accesorios;Bolso de mano;107.21;4;428.84;Tarjeta de débito;Oriente
12351;2025-06-03;2995;;;Chaquetas;Chaqueta deportiva;49.95;2;99.9;Transferencia;Ciudad
12352;2025-01-07;2508;;;Vestidos;Vestido casual;28.26;5;141.3;Tarjeta de débito;Ciudad
12353;2025-06-18;2196;;;Camisetas;Camiseta básica;130.87;4;523.48;Tarjeta de crédito;Norte
12354;2025-08-04;1253;;;Zapatos;Zapatos de vestir;50.55;4;202.2;Contra entrega;Ciudad
12355;2025-02-20;1762;;;Vestidos;Vestido casual;16.02;2;32.04;Efectivo;Sur
12356;2025-04-28;1526;;;Chaquetas;Chaqueta deportiva;93.44;1;93.44;Tarjeta de crédito;Ciudad
12357;2025-02-25;1596;;;Camisetas;Camiseta deportiva;124.13;2;248.26;Tarjeta de crédito;Oriente
12358;2025-07-02;2457;;;Camisetas;Camiseta deportiva;107.95;3;323.85;Efectivo;Norte
12359;2025-04-23;1745;;;Accesorios;Bolso de mano;112.99;4;451.96;Contra entrega;Oriente
12360;2025-08-02;2128;;;Chaquetas;Chaqueta deportiva;197.38;4;789.52;Tarjeta de débito;Ciudad
12361;2025-03-10;2881;;;Camisetas;Camiseta deportiva;63.11;2;126.22;Contra entrega;Oriente
12362;2025-05-07;2529;;;Chaquetas;Chaqueta de cuero;142.26;2;284.52;Tarjeta de crédito;Sur
12363;2025-07-11;1605;;;Pantalones;Jogger;136.36;4;545.44;Transferencia;Occidente
12364;2025-05-03;2323;;;Vestidos;Vestido de fiesta;101.73;1;101.73;Transferencia;Oriente
12365;2025-06-01;1599;;;Pantalones;Jeans slim;68.57;1;68.57;Tarjeta de crédito;Sur
12366;2025-07-22;1540;;;Pantalones;Pantalón formal;40.93;1;40.93;Contra entrega;Ciudad
12367;2025-01-13;2981;;;Zapatos;Zapatos de vestir;141.23;1;141.23;Tarjeta de crédito;Sur
12368;2025-08-14;1965;;;Camisetas;Camiseta básica;151.74;1;151.74;Contra entrega;Norte
12369;2025-07-06;1834;;;Zapatos;Sandalias;34.84;4;139.36;Tarjeta de crédito;Occidente
12370;2025-07-27;1160;;;Zapatos;Zapatos de vestir;116.17;2;232.34;Contra entrega;Sur
12371;2025-07-12;2548;;;Zapatos;Sandalias;21.96;2;43.92;Tarjeta de crédito;Sur
12372;2025-08-21;2967;;;Pantalones;Pantalón formal;16.71;1;16.71;Transferencia;Norte
12373;2025-05-18;2909;;;Accesorios;Reloj;179.95;2;359.9;Efectivo;Norte
12374;2025-02-01;1627;;;Camisetas;Camiseta deportiva;66.52;2;133.04;Tarjeta de crédito;Oriente
12375;2025-08-23;1458;;;Zapatos;Zapatos de vestir;187.97;4;751.88;Contra entrega;Oriente
12376;2025-04-18;1192;;;Chaquetas;Chaqueta deportiva;177.08;5;885.4;Tarjeta de crédito;Occidente
12377;2025-07-27;1654;;;Vestidos;Vestido casual;132.01;5;660.05;Efectivo;Ciudad
12378;2025-03-04;2835;;;Camisetas;Camiseta deportiva;112.21;5;561.05;Contra entrega;Sur
12379;2025-08-02;2025;;;Chaquetas;Abrigo;12.57;3;37.71;Tarjeta de crédito;Ciudad
12380;2025-08-15;2432;;;Vestidos;Vestido de fiesta;26.3;3;78.9;Efectivo;Ciudad
12381;2025-04-27;2818;;;Zapatos;Sandalias;32.19;5;160.95;Efectivo;Occidente
12382;2025-02-12;2644;;;Vestidos;Vestido casual;126.36;2;252.72;Tarjeta de débito;Sur
12383;2025-04-17;2022;;;Chaquetas;Chaqueta de cuero;97.16;4;388.64;Tarjeta de débito;Oriente
12384;2025-07-17;1045;;;Zapatos;Zapatos de vestir;122.69;3;368.07;Tarjeta de crédito;Sur
12385;2025-01-04;1726;;;Camisetas;Camiseta estampada;166.45;4;665.8;Tarjeta de crédito;Norte
12386;2025-08-15;2581;;;Chaquetas;Chaqueta de cuero;95.68;3;287.04;Efectivo;Oriente
12387;2025-02-15;1872;;;Accesorios;Gorra;195.29;2;390.58;Tarjeta de crédito;Ciudad
12388;2025-08-20;2602;;;Vestidos;Vestido de fiesta;59.6;1;59.6;Contra entrega;Occidente
12389;2025-03-11;1158;;;Chaquetas;Chaqueta deportiva;124.45;4;497.8;Tarjeta de crédito;Occidente
12390;2025-08-23;1056;;;Pantalones;Jogger;63.76;1;63.76;Tarjeta de crédito;Norte
12391;2025-05-27;2776;;;Zapatos;Zapatillas deportivas;101.74;3;305.22;Transferencia;Norte
12392;2025-05-01;1847;;;Accesorios;Bolso de mano;144.43;4;577.72;Contra entrega;Oriente
12393;2025-08-14;1249;;;Accesorios;Gorra;114.49;3;343.47;Tarjeta de débito;Oriente
12394;2025-06-10;1905;;;Zapatos;Sandalias;42.38;5;211.9;Transferencia;Oriente
12395;2025-07-08;1622;;;Chaquetas;Chaqueta de cuero;66.56;5;332.8;Tarjeta de crédito;Oriente
12396;2025-07-22;1764;;;Pantalones;Jeans slim;45.46;5;227.3;Efectivo;Norte
12397;2025-06-16;1234;;;Vestidos;Vestido de verano;50.61;5;253.05;Tarjeta de débito;Oriente
12398;2025-06-20;2712;;;Accesorios;Bolso de mano;146.76;4;587.04;Contra entrega;Ciudad
12399;2025-03-09;2125;;;Chaquetas;Chaqueta deportiva;155.2;2;310.4;Efectivo;Ciudad
12400;2025-02-20;1414;;;Accesorios;Gorra;45.64;5;228.2;Transferencia;Norte
12401;2025-08-12;1190;;;Chaquetas;Chaqueta deportiva;163.38;2;326.76;Transferencia;Occidente
12402;2025-03-17;1242;;;Accesorios;Reloj;190.58;5;952.9;Efectivo;Ciudad
12403;2025-06-23;2928;;;Accesorios;Gorra;140.54;1;140.54;Efectivo;Sur
12404;2025-06-23;1063;;;Chaquetas;Chaqueta de cuero;196.22;1;196.22;Contra entrega;Ciudad
12405;2025-01-10;2406;;;Camisetas;Camiseta deportiva;184.34;4;737.36;Transferencia;Oriente
12406;2025-02-14;1102;;;Chaquetas;Chaqueta deportiva;180.47;5;902.35;Tarjeta de crédito;Ciudad
12407;2025-05-14;1146;;;Chaquetas;Chaqueta de cuero;66.05;3;198.15;Tarjeta de débito;Ciudad
12408;2025-02-07;2286;;;Zapatos;Sandalias;42.61;1;42.61;Transferencia;Oriente
12409;2025-08-10;2868;;;Pantalones;Jogger;16.66;5;83.3;Efectivo;Sur
12410;2025-02-05;1004;;;Vestidos;Vestido de fiesta;151.55;3;454.65;Efectivo;Sur
12411;2025-05-11;2982;;;Chaquetas;Chaqueta de cuero;124.21;3;372.63;Efectivo;Norte
12412;2025-06-05;1760;;;Chaquetas;Abrigo;89.68;5;448.4;Transferencia;Oriente
12413;2025-05-06;1151;;;Vestidos;Vestido casual;137.6;1;137.6;Tarjeta de crédito;Oriente
12414;2025-01-19;1547;;;Zapatos;Zapatos de vestir;112.67;1;112.67;Transferencia;Norte
12415;2025-02-21;2455;;;Camisetas;Camiseta estampada;122.96;4;491.84;Tarjeta de débito;Sur
12416;2025-07-05;1064;;;Vestidos;Vestido de fiesta;12.3;5;61.5;Transferencia;Sur
12417;2025-07-25;2639;;;Zapatos;Sandalias;127.65;1;127.65;Contra entrega;Sur
12418;2025-06-01;2607;;;Vestidos;Vestido de verano;107.43;2;214.86;Tarjeta de débito;Norte
12419;2025-03-14;2577;;;Vestidos;Vestido de verano;14.49;1;14.49;Efectivo;Sur
12420;2025-06-11;2521;;;Camisetas;Camiseta deportiva;31.88;1;31.88;Tarjeta de crédito;Sur
12421;2025-04-15;2342;;;Chaquetas;Abrigo;37.94;1;37.94;Tarjeta de débito;Oriente
12422;2025-08-26;1000;;;Zapatos;Zapatos de vestir;135.88;5;679.4;Tarjeta de débito;Sur
12423;2025-06-09;2041;;;Accesorios;Reloj;176.85;2;353.7;Tarjeta de crédito;Oriente
12424;2025-03-04;2282;;;Pantalones;Jogger;50.47;4;201.88;Contra entrega;Ciudad
12425;2025-04-07;2330;;;Pantalones;Jogger;58.82;5;294.1;Tarjeta de débito;Sur
12426;2025-06-03;2446;;;Zapatos;Sandalias;124.37;2;248.74;Transferencia;Occidente
12427;2025-08-06;2184;;;Camisetas;Camiseta deportiva;68.68;2;137.36;Tarjeta de débito;Occidente
12428;2025-01-22;1024;;;Zapatos;Zapatos de vestir;88.93;2;177.86;Efectivo;Occidente
12429;2025-04-24;2387;;;Camisetas;Camiseta básica;152.38;4;609.52;Tarjeta de débito;Ciudad
12430;2025-02-13;1312;;;Pantalones;Jogger;121.5;1;121.5;Contra entrega;Ciudad
12431;2025-02-19;2155;;;Accesorios;Gorra;173.08;2;346.16;Efectivo;Oriente
12432;2025-05-12;2577;;;Accesorios;Gorra;90.4;5;452;Transferencia;Occidente
12433;2025-03-28;2663;;;Chaquetas;Abrigo;160.38;5;801.9;Tarjeta de crédito;Ciudad
12434;2025-01-18;1028;;;Zapatos;Zapatos de vestir;38.69;2;77.38;Tarjeta de crédito;Ciudad
12435;2025-06-14;2772;;;Vestidos;Vestido de verano;63.75;1;63.75;Contra entrega;Occidente
12436;2025-04-13;2982;;;Pantalones;Pantalón formal;164.4;2;328.8;Tarjeta de crédito;Norte
12437;2025-08-22;1343;;;Zapatos;Sandalias;106.12;1;106.12;Transferencia;Ciudad
12438;2025-04-20;1242;;;Camisetas;Camiseta estampada;58.28;2;116.56;Tarjeta de débito;Ciudad
12439;2025-07-24;2312;;;Camisetas;Camiseta básica;140.58;3;421.74;Tarjeta de crédito;Sur
12440;2025-05-01;2526;;;Pantalones;Pantalón formal;111.26;2;222.52;Tarjeta de crédito;Sur
12441;2025-01-19;1015;;;Accesorios;Bolso de mano;163.87;1;163.87;Transferencia;Norte
12442;2025-01-22;2473;;;Zapatos;Zapatillas deportivas;83.69;3;251.07;Tarjeta de crédito;Occidente
12443;2025-03-09;1179;;;Accesorios;Reloj;26.87;2;53.74;Tarjeta de crédito;Ciudad
12444;2025-07-12;2443;;;Chaquetas;Chaqueta deportiva;65.98;5;329.9;Tarjeta de crédito;Sur
12445;2025-03-21;1352;;;Pantalones;Jeans slim;56.52;2;113.04;Contra entrega;Oriente
12446;2025-06-24;2348;;;Pantalones;Jeans slim;76.05;4;304.2;Efectivo;Sur
12447;2025-03-28;2133;;;Vestidos;Vestido casual;198.93;5;994.65;Efectivo;Norte
12448;2025-01-16;2204;;;Camisetas;Camiseta básica;120.73;2;241.46;Efectivo;Occidente
12449;2025-03-16;2491;;;Camisetas;Camiseta estampada;53.62;4;214.48;Efectivo;Oriente
12450;2025-02-25;2544;;;Chaquetas;Chaqueta de cuero;71.61;2;143.22;Contra entrega;Oriente
12451;2025-04-03;1060;;;Zapatos;Sandalias;164.61;4;658.44;Tarjeta de crédito;Occidente
12452;2025-05-27;1323;;;Zapatos;Sandalias;89.94;2;179.88;Tarjeta de crédito;Sur
12453;2025-02-27;2442;;;Camisetas;Camiseta estampada;90.25;3;270.75;Tarjeta de crédito;Norte
12454;2025-01-04;2955;;;Chaquetas;Chaqueta deportiva;183.08;2;366.16;Tarjeta de débito;Ciudad
12455;2025-03-21;2839;;;Vestidos;Vestido de verano;11.93;5;59.65;Tarjeta de crédito;Occidente
12456;2025-02-03;1283;;;Pantalones;Jeans slim;61.67;2;123.34;Tarjeta de crédito;Ciudad
12457;2025-07-03;1298;;;Zapatos;Zapatos de vestir;132.19;3;396.57;Tarjeta de crédito;Sur
12458;2025-05-08;1378;;;Zapatos;Zapatillas deportivas;14.62;5;73.1;Transferencia;Sur
12459;2025-05-28;2617;;;Camisetas;Camiseta deportiva;128.53;2;257.06;Transferencia;Norte
12460;2025-02-02;2134;;;Chaquetas;Chaqueta deportiva;40.16;3;120.48;Tarjeta de crédito;Norte
12461;2025-05-05;2204;;;Chaquetas;Chaqueta de cuero;122.89;4;491.56;Contra entrega;Ciudad
12462;2025-01-03;1768;;;Camisetas;Camiseta deportiva;52.1;4;208.4;Tarjeta de crédito;Oriente
12463;2025-03-06;1857;;;Pantalones;Jogger;14.98;4;59.92;Efectivo;Oriente
12464;2025-02-27;2039;;;Camisetas;Camiseta estampada;143.51;1;143.51;Contra entrega;Norte
12465;2025-06-21;1802;;;Camisetas;Camiseta básica;59.94;1;59.94;Efectivo;Ciudad
12466;2025-07-07;2871;;;Pantalones;Pantalón formal;178.73;1;178.73;Transferencia;Sur
12467;2025-03-17;2469;;;Pantalones;Jeans slim;77.21;4;308.84;Tarjeta de débito;Occidente
12468;2025-03-06;1515;;;Zapatos;Sandalias;76.58;1;76.58;Tarjeta de débito;Occidente
12469;2025-02-05;2295;;;Pantalones;Jeans slim;112.37;4;449.48;Contra entrega;Ciudad
12470;2025-03-08;1376;;;Chaquetas;Abrigo;47.88;4;191.52;Tarjeta de débito;Sur
12471;2025-02-16;2314;;;Zapatos;Sandalias;197.4;2;394.8;Tarjeta de crédito;Oriente
12472;2025-06-12;2874;;;Camisetas;Camiseta estampada;37.68;1;37.68;Tarjeta de crédito;Norte
12473;2025-06-10;2853;;;Chaquetas;Chaqueta de cuero;21.7;3;65.1;Contra entrega;Ciudad
12474;2025-03-23;1355;;;Zapatos;Zapatos de vestir;180.08;5;900.4;Tarjeta de crédito;Sur
12475;2025-07-09;2428;;;Vestidos;Vestido de verano;158.42;5;792.1;Contra entrega;Oriente
12476;2025-08-15;2714;;;Camisetas;Camiseta estampada;17.59;1;17.59;Efectivo;Oriente
12477;2025-08-12;2479;;;Vestidos;Vestido de verano;108.68;2;217.36;Tarjeta de crédito;Oriente
12478;2025-01-26;1524;;;Vestidos;Vestido de verano;186.38;2;372.76;Tarjeta de crédito;Sur
12479;2025-06-15;2861;;;Accesorios;Reloj;143.64;4;574.56;Tarjeta de débito;Sur
12480;2025-08-20;1069;;;Pantalones;Jeans slim;67.72;4;270.88;Tarjeta de débito;Oriente
12481;2025-03-19;2087;;;Accesorios;Bolso de mano;168.23;2;336.46;Tarjeta de débito;Oriente
12482;2025-04-15;1747;;;Accesorios;Bolso de mano;193.23;2;386.46;Tarjeta de crédito;Ciudad
12483;2025-02-11;2697;;;Accesorios;Gorra;153.8;1;153.8;Tarjeta de débito;Occidente
12484;2025-06-20;1762;;;Pantalones;Jogger;187.24;4;748.96;Contra entrega;Occidente
12485;2025-04-15;2639;;;Zapatos;Zapatillas deportivas;84.43;5;422.15;Contra entrega;Norte
12486;2025-08-22;1412;;;Pantalones;Jeans slim;65.57;4;262.28;Efectivo;Sur
12487;2025-08-06;1668;;;Camisetas;Camiseta estampada;161.01;2;322.02;Tarjeta de crédito;Sur
12488;2025-01-02;2285;;;Accesorios;Reloj;149.28;2;298.56;Transferencia;Occidente
12489;2025-01-23;1961;;;Accesorios;Reloj;58.27;5;291.35;Tarjeta de crédito;Occidente
12490;2025-08-12;2849;;;Camisetas;Camiseta deportiva;77.69;4;310.76;Efectivo;Occidente
12491;2025-05-03;2258;;;Camisetas;Camiseta estampada;116.25;4;465;Contra entrega;Ciudad
12492;2025-04-07;1154;;;Pantalones;Jogger;74.96;4;299.84;Tarjeta de débito;Oriente
12493;2025-05-24;1322;;;Chaquetas;Chaqueta de cuero;151.31;3;453.93;Tarjeta de crédito;Sur
12494;2025-05-01;1975;;;Vestidos;Vestido casual;198.15;4;792.6;Tarjeta de crédito;Sur
12495;2025-04-09;1742;;;Chaquetas;Chaqueta de cuero;65.12;4;260.48;Tarjeta de crédito;Occidente
12496;2025-04-19;1797;;;Chaquetas;Abrigo;131.02;3;393.06;Tarjeta de débito;Occidente
12497;2025-03-14;1441;;;Pantalones;Jogger;34.72;5;173.6;Tarjeta de crédito;Occidente
12498;2025-01-07;2614;;;Zapatos;Zapatos de vestir;176.93;1;176.93;Transferencia;Ciudad
12499;2025-01-11;1408;;;Chaquetas;Chaqueta de cuero;130.51;5;652.55;Tarjeta de débito;Ciudad
12500;2025-08-13;2353;;;Accesorios;Bolso de mano;10.14;2;20.28;Tarjeta de débito;Sur
12501;2025-08-25;2285;;;Vestidos;Vestido de fiesta;147.74;2;295.48;Efectivo;Norte
12502;2025-04-18;1111;;;Camisetas;Camiseta básica;27.48;4;109.92;Tarjeta de crédito;Ciudad
12503;2025-01-09;2092;;;Pantalones;Jogger;83.7;3;251.1;Efectivo;Norte
12504;2025-01-03;2084;;;Vestidos;Vestido de fiesta;198.38;1;198.38;Contra entrega;Norte
12505;2025-02-18;2955;;;Vestidos;Vestido de verano;66.08;4;264.32;Tarjeta de crédito;Oriente
12506;2025-06-21;1127;;;Camisetas;Camiseta deportiva;145.34;1;145.34;Tarjeta de crédito;Ciudad
12507;2025-06-18;2384;;;Vestidos;Vestido casual;132.45;2;264.9;Tarjeta de crédito;Norte
12508;2025-03-16;1074;;;Camisetas;Camiseta básica;67.15;3;201.45;Tarjeta de crédito;Norte
12509;2025-02-08;1466;;;Camisetas;Camiseta básica;82.88;1;82.88;Contra entrega;Ciudad
12510;2025-05-10;1817;;;Accesorios;Bolso de mano;16.74;2;33.48;Tarjeta de crédito;Sur
12511;2025-05-23;2310;;;Pantalones;Jeans slim;169.94;1;169.94;Efectivo;Oriente
12512;2025-08-24;1979;;;Pantalones;Jeans slim;131.38;5;656.9;Tarjeta de crédito;Ciudad
12513;2025-06-22;1361;;;Chaquetas;Chaqueta deportiva;46.24;2;92.48;Tarjeta de débito;Sur
12514;2025-05-17;2438;;;Chaquetas;Chaqueta de cuero;42.05;1;42.05;Transferencia;Ciudad
12515;2025-04-07;2990;;;Zapatos;Zapatillas deportivas;38.01;2;76.02;Tarjeta de crédito;Ciudad
12516;2025-07-05;2967;;;Camisetas;Camiseta básica;148.91;2;297.82;Tarjeta de débito;Sur
12517;2025-04-24;2909;;;Zapatos;Sandalias;70.06;2;140.12;Transferencia;Norte
12518;2025-06-21;1019;;;Accesorios;Reloj;20.56;3;61.68;Tarjeta de crédito;Ciudad
12519;2025-05-16;2701;;;Accesorios;Bolso de mano;18.24;5;91.2;Contra entrega;Sur
12520;2025-02-26;1890;;;Camisetas;Camiseta estampada;78.65;2;157.3;Tarjeta de débito;Sur
12521;2025-02-02;1863;;;Chaquetas;Chaqueta deportiva;58.2;5;291;Tarjeta de débito;Norte
12522;2025-08-10;2141;;;Accesorios;Reloj;94.13;1;94.13;Transferencia;Sur
12523;2025-03-26;2956;;;Zapatos;Zapatillas deportivas;175.59;3;526.77;Transferencia;Ciudad
12524;2025-06-12;2175;;;Chaquetas;Chaqueta deportiva;33.31;4;133.24;Tarjeta de crédito;Oriente
12525;2025-02-02;2032;;;Zapatos;Zapatillas deportivas;105.09;4;420.36;Tarjeta de crédito;Norte
12526;2025-01-11;2668;;;Zapatos;Zapatos de vestir;113.13;1;113.13;Tarjeta de crédito;Ciudad
12527;2025-04-19;2399;;;Camisetas;Camiseta deportiva;51.95;3;155.85;Tarjeta de crédito;Oriente
12528;2025-01-15;1664;;;Pantalones;Jeans slim;147.63;1;147.63;Transferencia;Sur
12529;2025-05-07;1543;;;Vestidos;Vestido casual;45.45;1;45.45;Efectivo;Ciudad
12530;2025-02-07;2492;;;Pantalones;Jeans slim;37.81;2;75.62;Contra entrega;Norte
12531;2025-03-03;1986;;;Vestidos;Vestido casual;118.45;2;236.9;Tarjeta de crédito;Norte
12532;2025-03-03;1368;;;Vestidos;Vestido casual;24.26;2;48.52;Transferencia;Sur
12533;2025-03-11;1978;;;Camisetas;Camiseta deportiva;74.32;1;74.32;Efectivo;Ciudad
12534;2025-05-15;2992;;;Zapatos;Zapatillas deportivas;169.58;1;169.58;Tarjeta de crédito;Oriente
12535;2025-04-21;2486;;;Pantalones;Jeans slim;101.38;3;304.14;Tarjeta de crédito;Sur
12536;2025-01-07;2160;;;Camisetas;Camiseta básica;129.22;2;258.44;Efectivo;Ciudad
12537;2025-03-08;1449;;;Pantalones;Jogger;193.13;3;579.39;Efectivo;Occidente
12538;2025-02-21;2454;;;Camisetas;Camiseta básica;86.71;1;86.71;Efectivo;Oriente
12539;2025-01-05;1512;;;Accesorios;Bolso de mano;77.89;2;155.78;Efectivo;Oriente
12540;2025-06-13;1097;;;Vestidos;Vestido de fiesta;162.29;3;486.87;Tarjeta de crédito;Norte
12541;2025-04-11;2520;;;Vestidos;Vestido de verano;47.53;3;142.59;Contra entrega;Occidente
12542;2025-03-19;1244;;;Pantalones;Pantalón formal;86.36;2;172.72;Tarjeta de crédito;Oriente
12543;2025-07-07;2162;;;Vestidos;Vestido de verano;111.11;4;444.44;Tarjeta de crédito;Sur
12544;2025-03-15;2665;;;Chaquetas;Chaqueta de cuero;49.91;4;199.64;Tarjeta de crédito;Norte
12545;2025-06-08;1563;;;Pantalones;Jogger;189.07;1;189.07;Transferencia;Occidente
12546;2025-02-11;1689;;;Accesorios;Reloj;92.65;2;185.3;Tarjeta de crédito;Sur
12547;2025-06-20;2753;;;Accesorios;Gorra;113.07;5;565.35;Tarjeta de crédito;Norte
12548;2025-01-26;2414;;;Vestidos;Vestido de verano;198.7;1;198.7;Transferencia;Ciudad
12549;2025-01-16;1545;;;Vestidos;Vestido de fiesta;54.55;5;272.75;Contra entrega;Oriente
12550;2025-05-16;1934;;;Chaquetas;Chaqueta deportiva;84.04;4;336.16;Efectivo;Norte
12551;2025-07-02;2582;;;Accesorios;Bolso de mano;112.79;1;112.79;Tarjeta de crédito;Sur
12552;2025-03-20;1193;;;Zapatos;Sandalias;134.18;3;402.54;Tarjeta de crédito;Oriente
12553;2025-04-06;2674;;;Chaquetas;Chaqueta deportiva;59.91;3;179.73;Tarjeta de crédito;Occidente
12554;2025-05-28;1334;;;Vestidos;Vestido de fiesta;42.25;4;169;Efectivo;Sur
12555;2025-03-20;1080;;;Pantalones;Pantalón formal;145.75;3;437.25;Tarjeta de crédito;Sur
12556;2025-08-07;2250;;;Zapatos;Zapatillas deportivas;144.34;5;721.7;Tarjeta de débito;Oriente
12557;2025-06-11;2887;;;Zapatos;Sandalias;25.62;1;25.62;Tarjeta de crédito;Norte
12558;2025-06-05;1111;;;Vestidos;Vestido de fiesta;171.35;2;342.7;Tarjeta de débito;Sur
12559;2025-06-15;1501;;;Camisetas;Camiseta básica;168.16;2;336.32;Tarjeta de débito;Norte
12560;2025-01-23;1712;;;Camisetas;Camiseta básica;70.89;4;283.56;Tarjeta de crédito;Ciudad
12561;2025-05-21;1740;;;Camisetas;Camiseta deportiva;159.11;5;795.55;Tarjeta de crédito;Oriente
12562;2025-02-08;2232;;;Chaquetas;Chaqueta deportiva;162.93;3;488.79;Transferencia;Sur
12563;2025-01-12;1320;;;Chaquetas;Chaqueta deportiva;42.81;4;171.24;Contra entrega;Norte
12564;2025-02-10;1746;;;Accesorios;Gorra;89.56;5;447.8;Tarjeta de débito;Norte
12565;2025-08-08;2909;;;Pantalones;Pantalón formal;76.75;3;230.25;Efectivo;Occidente
12566;2025-01-06;2491;;;Zapatos;Zapatillas deportivas;175.89;4;703.56;Transferencia;Ciudad
12567;2025-08-05;2654;;;Accesorios;Reloj;27.06;2;54.12;Transferencia;Ciudad
12568;2025-02-27;2841;;;Pantalones;Pantalón formal;38.82;5;194.1;Tarjeta de crédito;Sur
12569;2025-04-08;2372;;;Chaquetas;Chaqueta deportiva;20.99;4;83.96;Transferencia;Ciudad
12570;2025-04-12;1078;;;Pantalones;Pantalón formal;109.5;1;109.5;Tarjeta de crédito;Oriente
12571;2025-04-15;2718;;;Zapatos;Zapatillas deportivas;46.12;1;46.12;Tarjeta de crédito;Ciudad
12572;2025-02-16;1361;;;Pantalones;Pantalón formal;62.58;3;187.74;Tarjeta de crédito;Ciudad
12573;2025-07-17;1177;;;Chaquetas;Abrigo;31.94;3;95.82;Transferencia;Ciudad
12574;2025-05-10;2488;;;Vestidos;Vestido casual;124.66;2;249.32;Efectivo;Sur
12575;2025-02-24;2945;;;Zapatos;Sandalias;99.64;1;99.64;Transferencia;Oriente
12576;2025-07-12;2721;;;Vestidos;Vestido casual;22.07;3;66.21;Tarjeta de crédito;Ciudad
12577;2025-03-01;2942;;;Accesorios;Bolso de mano;49.71;4;198.84;Efectivo;Norte
12578;2025-01-28;1655;;;Accesorios;Bolso de mano;122.15;2;244.3;Tarjeta de débito;Ciudad
12579;2025-07-20;2032;;;Vestidos;Vestido casual;167.49;4;669.96;Tarjeta de crédito;Norte
12580;2025-01-07;2839;;;Vestidos;Vestido casual;107.33;4;429.32;Tarjeta de crédito;Oriente
12581;2025-01-15;2164;;;Chaquetas;Chaqueta deportiva;142.44;4;569.76;Contra entrega;Sur
12582;2025-01-01;1429;;;Vestidos;Vestido de verano;153.77;4;615.08;Tarjeta de crédito;Occidente
12583;2025-05-17;1238;;;Accesorios;Reloj;141.47;5;707.35;Efectivo;Ciudad
12584;2025-06-03;2882;;;Camisetas;Camiseta básica;150.41;5;752.05;Tarjeta de débito;Oriente
12585;2025-03-27;1079;;;Camisetas;Camiseta deportiva;53.63;3;160.89;Transferencia;Ciudad
12586;2025-02-20;1145;;;Camisetas;Camiseta deportiva;152.47;1;152.47;Tarjeta de crédito;Norte
12587;2025-07-05;1295;;;Pantalones;Jogger;121.5;1;121.5;Tarjeta de crédito;Sur
12588;2025-06-12;2457;;;Vestidos;Vestido casual;158.35;3;475.05;Tarjeta de crédito;Oriente
12589;2025-06-28;2821;;;Accesorios;Gorra;55.92;4;223.68;Transferencia;Norte
12590;2025-01-21;1981;;;Zapatos;Sandalias;59.66;1;59.66;Efectivo;Oriente
12591;2025-03-09;2218;;;Pantalones;Jogger;78.27;4;313.08;Transferencia;Sur
12592;2025-02-19;2249;;;Accesorios;Reloj;112.66;4;450.64;Tarjeta de crédito;Sur
12593;2025-05-28;1770;;;Camisetas;Camiseta básica;11.72;4;46.88;Tarjeta de crédito;Ciudad
12594;2025-03-11;1510;;;Accesorios;Gorra;180.6;5;903;Contra entrega;Norte
12595;2025-05-07;2918;;;Camisetas;Camiseta deportiva;110.63;3;331.89;Contra entrega;Norte
12596;2025-06-24;2778;;;Accesorios;Reloj;93.08;4;372.32;Efectivo;Occidente
12597;2025-05-18;2872;;;Pantalones;Jeans slim;24.14;4;96.56;Tarjeta de crédito;Occidente
12598;2025-07-27;2014;;;Chaquetas;Chaqueta deportiva;104.3;1;104.3;Tarjeta de crédito;Norte
12599;2025-05-06;2203;;;Camisetas;Camiseta deportiva;120.19;4;480.76;Tarjeta de crédito;Oriente
12600;2025-08-14;2325;;;Camisetas;Camiseta estampada;47.1;1;47.1;Tarjeta de crédito;Occidente
12601;2025-07-14;2002;;;Vestidos;Vestido de verano;14.26;4;57.04;Efectivo;Oriente
12602;2025-03-27;1063;;;Zapatos;Sandalias;92.42;1;92.42;Transferencia;Oriente
